3.00,133.08,14427.85,14365.20,8.10,48854,127,
4.00,141.08,14433.09,14359.11,8.05,48854,127,
5.00,141.08,14437.49,14353.66,7.00,48854,127,
6.00,147.52,14441.73,14347.51,7.48,48854,127,
7.00,148.51,14445.94,14340.65,8.05,48854,127,
8.00,148.51,14449.75,14334.43,7.29,48854,127,
9.00,151.46,14453.74,14327.43,8.06,48854,127,
10.00,152.31,14457.03,14321.15,7.09,48854,127,
11.00,155.35,14460.27,14314.41,7.49,48854,127,
12.00,157.74,14463.26,14307.12,7.88,48854,127,
13.00,163.26,14465.59,14299.71,7.77,48854,127,
14.00,163.26,14467.83,14292.28,7.76,48854,127,
15.00,170.15,14469.23,14285.22,7.21,48854,127,
