1.00,11.27,13957.68,15221.41,11.54,47354,256,
2.00,11.28,13956.61,15232.45,10.66,47354,256,
3.00,11.28,13958.75,15243.18,10.96,47354,256,
4.00,11.28,13960.85,15253.71,10.77,47354,256,
5.00,11.28,13963.07,15264.84,11.37,47354,256,
6.00,11.28,13965.17,15275.32,10.71,47354,256,
7.00,11.27,13967.29,15285.95,10.87,47354,256,
8.00,11.27,13969.32,15296.15,10.42,47354,256,
9.00,11.27,13971.51,15307.17,11.26,47354,256,
10.00,11.28,13973.60,15317.67,10.72,47354,256,
11.00,11.24,13975.66,15327.98,10.53,47354,256,
12.00,11.02,13977.83,15339.10,11.35,47354,256,
13.00,11.02,13980.01,15350.32,11.46,47354,256,
14.00,11.02,13981.99,15360.46,10.35,47354,256,
15.00,11.02,13984.00,15370.81,10.57,47354,256,
16.00,10.62,13986.04,15381.68,11.08,47354,256,
17.00,10.62,13988.02,15392.21,10.73,47354,256,
18.00,10.62,13989.96,15402.59,10.59,47354,256,
19.00,10.62,13991.87,15412.79,10.39,47354,256,
20.00,10.62,13993.98,15424.04,11.47,47354,256,
21.00,10.62,13995.92,15434.36,10.53,47354,256,
22.00,12.30,13997.85,15443.35,9.21,47354,256,
23.00,7.85,13998.68,15448.94,5.71,47354,256,
24.00,350.78,13997.90,15453.64,4.78,47354,256,
25.00,318.63,13995.16,15456.14,4.13,47354,256,
26.00,250.24,13990.62,15454.49,4.94,47354,256,
27.00,235.75,13985.07,15450.71,6.73,47354,256,
28.00,234.30,13977.92,15445.69,8.75,47354,256,
29.00,231.33,13969.81,15439.19,10.42,47354,256,
30.00,231.33,13961.36,15432.43,10.84,47354,256,
31.00,230.90,13951.57,15428.65,10.72,47354,256,
32.00,230.68,13943.35,15421.91,10.61,47354,256,
33.00,230.68,13934.72,15414.85,11.13,47354,256,
34.00,230.68,13926.33,15407.97,10.83,47354,256,
35.00,230.68,13918.07,15401.20,10.67,47354,256,
36.00,230.68,13909.36,15394.07,11.23,47354,256,
37.00,228.96,13901.48,15387.28,10.39,47354,256,
38.00,228.96,13892.90,15379.82,11.35,47354,256,
39.00,228.96,13884.81,15372.77,10.71,47354,256,
40.00,228.96,13876.39,15365.44,11.14,47354,256,
41.00,228.96,13867.85,15358.00,11.31,47354,256,
42.00,230.68,13859.72,15351.16,10.61,47354,256,
43.00,230.68,13851.61,15344.52,10.46,47354,256,
44.00,230.68,13843.25,15337.67,10.79,47354,256,
45.00,230.68,13834.77,15330.73,10.93,47354,256,
46.00,231.87,13826.32,15323.86,10.87,47354,256,
47.00,232.34,13817.24,15316.85,11.46,47354,256,
48.00,232.34,13809.12,15310.59,10.25,47354,256,
49.00,224.05,13801.25,15303.62,10.59,47354,256,
50.00,206.22,13796.33,15293.63,10.98,47354,256,
51.00,206.22,13791.39,15283.59,11.04,47354,256,
52.00,206.22,13786.56,15273.78,10.78,47354,256,
53.00,206.22,13781.44,15263.40,11.42,47354,256,
54.00,203.84,13777.06,15253.95,10.35,47354,256,
55.00,203.84,13772.55,15243.74,11.16,47354,256,
56.00,203.84,13767.91,15233.25,11.47,47354,256,
57.00,203.90,13763.48,15223.24,10.95,47354,256,
58.00,204.50,13758.86,15213.10,11.14,47354,256,
59.00,203.78,13754.71,15203.69,10.28,47354,256,
60.00,203.78,13750.25,15193.57,11.05,47354,256,
61.00,203.77,13745.93,15183.75,10.73,47354,256,
62.00,203.77,13741.50,15173.70,10.99,47354,256,
63.00,203.77,13737.15,15163.83,10.79,47354,256,
64.00,202.88,13732.68,15153.24,11.50,47354,256,
65.00,202.88,13728.20,15142.62,11.53,47354,256,
66.00,202.89,13724.18,15133.10,10.33,47354,256,
67.00,202.89,13719.88,15122.93,11.04,47354,256,
68.00,202.89,13715.46,15112.46,11.36,47354,256,
69.00,202.60,13711.13,15102.10,11.23,47354,256,
70.00,202.60,13706.85,15091.82,11.14,47354,256,
71.00,202.60,13702.56,15081.50,11.17,47354,256,
72.00,202.61,13698.29,15071.25,11.11,47354,256,
73.00,202.61,13693.90,15060.71,11.42,47354,256,
74.00,202.61,13689.85,15051.00,10.52,47354,256,
75.00,202.61,13685.54,15040.65,11.21,47354,256,
76.00,202.61,13681.48,15030.90,10.57,47354,256,
77.00,202.61,13677.10,15020.37,11.40,47354,256,
78.00,202.61,13672.82,15010.09,11.14,47354,256,
79.00,203.26,13670.21,15003.96,6.66,47354,256,
80.00,215.23,13666.42,14998.10,7.02,47354,256,
81.00,261.49,13660.27,14996.48,6.66,47354,256,
82.00,282.38,13652.37,14998.10,8.07,47354,256,
83.00,282.86,13642.53,14997.07,9.47,47354,256,
84.00,282.86,13632.02,14999.47,10.78,47354,256,
85.00,282.86,13621.94,15001.77,10.33,47354,256,
86.00,282.86,13611.37,15004.18,10.84,47354,256,
87.00,282.86,13600.43,15006.68,11.22,47354,256,
88.00,282.86,13589.30,15009.22,11.41,47354,256,
89.00,282.86,13578.99,15011.58,10.56,47354,256,
90.00,284.82,13568.82,15014.15,10.49,47354,256,
91.00,284.82,13557.66,15017.10,11.54,47354,256,
92.00,284.82,13547.35,15019.83,10.66,47354,256,
93.00,284.45,13536.96,15022.52,10.72,47354,256,
94.00,284.45,13526.41,15025.24,10.89,47354,256,
95.00,283.93,13516.08,15027.84,10.64,47354,256,
96.00,284.75,13505.41,15030.63,11.02,47354,256,
97.00,284.75,13494.66,15033.46,11.11,47354,256,
98.00,284.75,13484.51,15036.13,10.49,47354,256,
99.00,284.75,13475.09,15038.61,9.74,47354,256,
100.00,277.93,13469.55,15039.46,5.65,47354,256,
101.00,231.51,13463.85,15035.67,7.00,47354,256,
102.00,216.47,13459.04,15029.52,7.82,47354,256,
103.00,214.08,13453.64,15021.55,9.63,47354,256,
104.00,214.08,13447.75,15012.84,10.52,47354,256,
105.00,214.08,13441.48,15003.56,11.19,47354,256,
106.00,214.08,13435.66,14994.96,10.39,47354,256,
107.00,214.08,13429.90,14986.45,10.27,47354,256,
108.00,214.08,13423.52,14977.02,11.39,47354,256,
109.00,214.08,13417.12,14967.55,11.44,47354,256,
110.00,214.08,13410.88,14958.34,11.12,47354,256,
