3.00,76.67,15322.12,14445.04,12.80,48900,189,
4.00,19.93,15328.54,14455.15,11.93,48900,189,
5.00,5.15,15327.39,14468.49,9.99,48900,189,
6.00,7.23,15328.60,14479.99,11.89,48900,189,
7.00,9.55,15330.49,14491.20,11.68,48900,189,
8.00,11.00,15332.02,14499.43,8.60,48900,189,
9.00,11.00,15332.78,14503.35,4.10,48900,189,
10.00,11.00,15333.48,14506.92,3.74,48900,189,
11.00,11.00,15334.08,14510.03,3.26,48900,189,
12.00,2.96,15334.04,14513.31,3.45,48900,189,
13.00,321.95,15332.05,14513.74,2.48,48900,189,
14.00,223.47,15330.57,14510.85,3.38,48900,189,
15.00,195.13,15326.09,14506.55,5.33,48900,189,
16.00,195.13,15324.24,14499.72,7.09,48900,189,
17.00,195.13,15321.77,14490.59,9.47,48900,189,
18.00,195.13,15318.69,14479.19,11.83,48900,189,
19.00,196.51,15315.17,14467.45,12.28,48900,189,
20.00,196.51,15312.08,14457.03,10.89,48900,189,
21.00,200.27,15309.73,14450.52,6.93,48900,189,
22.00,222.43,15305.96,14445.78,6.23,48900,189,
23.00,262.04,15299.75,14444.65,6.35,48900,189,
24.00,282.71,15291.62,14446.01,8.28,48900,189,
25.00,285.28,15282.21,14448.58,9.76,48900,189,
26.00,285.28,15271.13,14451.61,11.48,48900,189,
27.00,285.29,15259.94,14454.66,11.60,48900,189,
28.00,285.29,15248.00,14457.93,12.38,48900,189,
29.00,285.29,15236.49,14461.08,11.93,48900,189,
30.00,285.29,15224.81,14464.27,12.11,48900,189,
31.00,285.19,15212.91,14467.51,12.33,48900,189,
32.00,285.19,15201.77,14470.54,11.54,48900,189,
33.00,285.19,15189.60,14473.84,12.61,48900,189,
34.00,285.28,15178.43,14476.89,11.57,48900,189,
35.00,285.28,15166.98,14480.02,11.88,48900,189,
36.00,285.28,15154.86,14483.33,12.56,48900,189,
37.00,283.16,15142.59,14486.49,12.67,48900,189,
38.00,282.23,15130.18,14489.17,12.70,48900,189,
39.00,282.29,15117.85,14491.86,12.62,48900,189,
40.00,284.72,15105.42,14494.85,12.78,48900,189,
41.00,284.72,15093.80,14497.90,12.02,48900,189,
42.00,284.30,15084.39,14500.34,9.72,48900,189,
43.00,284.47,15076.14,14502.46,9.53,48900,189,
44.00,284.58,15064.59,14505.46,12.03,48900,189,
45.00,284.58,15054.85,14507.99,9.96,48900,189,
46.00,284.58,15049.52,14509.38,5.46,48900,189,
47.00,284.58,15048.58,14509.63,0.96,48900,189,
48.00,284.58,15048.52,14509.64,0.06,48900,189,
49.00,284.58,15048.51,14509.64,0.01,48900,189,
50.00,284.58,15048.50,14509.65,0.01,48900,189,
51.00,284.58,15048.50,14509.65,0.00,48900,189,
52.00,284.58,15048.50,14509.65,0.00,48900,189,
53.00,284.58,15048.50,14509.65,0.00,48900,189,
54.00,284.58,15048.50,14509.65,0.00,48900,189,
55.00,284.58,15048.50,14509.65,0.00,48900,189,
56.00,284.58,15048.50,14509.65,0.00,48900,189,
57.00,284.58,15048.50,14509.65,0.00,48900,189,
58.00,284.58,15048.50,14509.65,0.00,48900,189,
59.00,284.58,15048.50,14509.65,0.00,48900,189,
60.00,284.58,15048.50,14509.65,0.00,48900,189,
