1.00,11.27,13957.68,15221.41,11.54,47354,256,13.008862363788447,
2.00,11.27,13959.77,15231.88,10.66,47354,256,19.23869278303401,
3.00,11.27,13961.47,15240.45,8.71,47354,256,26.540599088943846,
4.00,11.28,13959.64,15247.61,6.77,47354,256,33.92671071589536,
5.00,11.28,13961.24,15255.63,8.20,47354,256,41.36441103170621,
6.00,11.28,13963.12,15265.09,9.66,47354,256,50.43394194389335,
7.00,11.27,13965.32,15276.11,11.26,47354,256,61.220703197530106,
8.00,11.27,13967.38,15286.42,10.53,47354,256,71.4383706421137,
9.00,11.27,13969.47,15296.93,10.74,47354,256,81.93134809094775,
10.00,11.27,13971.57,15307.47,10.77,47354,256,92.50570685098232,
11.00,11.28,13973.59,15317.60,10.35,47354,256,102.70261973289716,
12.00,11.24,13975.65,15327.95,10.57,47354,256,113.14559204847602,
13.00,11.02,13977.69,15338.41,10.68,47354,256,123.71557783884765,
14.00,11.02,13979.65,15348.49,10.29,47354,256,133.91416131238674,
15.00,11.02,13981.78,15359.40,11.13,47354,256,144.96443839783575,
16.00,11.02,13983.82,15369.87,10.69,47354,256,155.57747041265404,
17.00,10.62,13985.78,15380.29,10.62,47354,256,166.1395573004825,
18.00,10.62,13987.89,15391.52,11.45,47354,256,177.5278640101326,
19.00,10.62,13989.87,15402.08,10.76,47354,256,188.24049325264744,
20.00,10.62,13991.96,15413.25,11.38,47354,256,199.57510891892295,
21.00,10.62,13994.01,15424.20,11.17,47354,256,210.68967725069095,
22.00,10.62,13995.79,15433.68,9.67,47354,256,220.31488034175126,
23.00,11.98,13996.96,15439.26,5.71,47354,256,225.99625926107728,
24.00,12.30,13997.61,15442.26,3.08,47354,256,229.05379215372125,
25.00,12.30,13998.12,15444.58,2.37,47354,256,231.41942615087441,
26.00,6.39,13998.64,15449.34,4.86,47354,256,236.20703884516234,
27.00,350.73,13997.89,15453.67,4.40,47354,256,240.41214819555188,
28.00,322.48,13995.41,15456.14,3.85,47354,256,242.58191956532892,
29.00,254.73,13991.31,15454.86,4.40,47354,256,240.89532104214948,
30.00,236.52,13987.05,15452.06,5.11,47354,256,237.74617999034123,
31.00,235.75,13981.30,15448.14,6.97,47354,256,233.4642362333034,
32.00,231.33,13974.51,15442.95,8.57,47354,256,228.01658404598632,
33.00,231.33,13966.62,15436.64,10.12,47354,256,221.65277801101374,
34.00,231.33,13958.50,15430.14,10.42,47354,256,215.39607610167775,
35.00,230.68,13948.45,15426.09,11.08,47354,256,212.0879312926599,
36.00,230.68,13940.31,15419.42,10.50,47354,256,206.42347855803627,
37.00,230.68,13931.55,15412.24,11.30,47354,256,200.76384161496802,
38.00,230.68,13922.85,15405.12,11.23,47354,256,195.64109205379188,
39.00,230.68,13914.71,15398.45,10.50,47354,256,191.3146795204183,
40.00,230.00,13906.36,15391.53,10.83,47354,256,187.31420261154827,
41.00,228.96,13897.88,15384.15,11.22,47354,256,183.49326118416445,
42.00,228.96,13889.51,15376.86,11.09,47354,256,180.32559358005773,
43.00,228.96,13881.03,15369.48,11.21,47354,256,177.771739317586,
44.00,228.96,13872.88,15362.38,10.79,47354,256,175.95430884181246,
45.00,228.96,13864.80,15355.34,10.70,47354,256,174.79403765575128,
46.00,230.68,13855.88,15348.02,11.52,47354,256,174.6151619991812,
47.00,230.68,13847.75,15341.36,10.49,47354,256,175.1239906466277,
48.00,230.68,13839.42,15334.53,10.76,47354,256,176.29066140893607,
49.00,230.04,13830.64,15327.27,11.37,47354,256,178.17980384993206,
50.00,232.34,13821.68,15320.28,11.35,47354,256,181.0719768489869,
51.00,232.34,13813.28,15313.80,10.59,47354,256,184.41843291818648,
52.00,232.34,13804.97,15307.38,10.49,47354,256,188.25489449148478,
53.00,206.22,13799.03,15299.10,10.32,47354,256,189.63810508439448,
54.00,206.22,13794.30,15289.50,10.56,47354,256,189.92193132969203,
55.00,206.22,13789.71,15280.18,10.25,47354,256,190.77037636907977,
56.00,206.22,13784.63,15269.87,11.34,47354,256,192.36167445725872,
57.00,206.22,13779.84,15260.14,10.69,47354,256,194.47139943960883,
58.00,203.84,13775.33,15250.05,11.03,47354,256,196.81608521663054,
59.00,203.84,13770.90,15240.03,10.96,47354,256,199.67501320896457,
60.00,203.84,13766.24,15229.47,11.53,47354,256,203.27567119554683,
