0 0.0 0.0 
7 0.0 0.0 
13 0.0 0.0 
20 0.0 0.0 
26 0.0 0.0 
33 0.0 0.0 
39 0.0 0.0 
45 0.0 0.0 
52 0.0 0.0 
58 0.0 0.0 
65 0.0 0.0 
71 0.0 0.0 
78 0.0 0.0 
84 0.0 0.1 
93 0.25 0.25 
105 0.25 0.25 
113 0.25 0.25 
120 0.25 0.25 
127 0.25 0.25 
133 0.25 0.25 
140 0.25 0.25 
147 0.25 0.25 
153 0.25 0.25 
160 0.25 0.25 
167 0.25 0.25 
174 0.25 0.25 
181 0.25 0.25 
188 0.15 0.2 
198 0.15 0.2 
204 0.15 0.2 
211 0.15 0.2 
217 0.15 0.2 
224 0.15 0.2 
231 0.15 0.2 
237 0.15 0.2 
244 0.15 0.2 
250 0.15 0.2 
257 0.15 0.2 
264 0.15 0.2 
270 0.15 0.2 
277 0.15 0.2 
284 0.15 0.2 
291 0.1 0.1 
300 0.1 0.1 
307 0.1 0.1 
313 0.1 0.1 
319 0.1 0.1 
326 0.1 0.1 
333 0.1 0.1 
339 0.1 0.1 
346 0.1 0.1 
352 0.1 0.1 
359 0.1 0.1 
365 0.1 0.1 
371 0.1 0.1 
378 0.1 0.1 
384 0.1 0.1 
390 0.0 0.05 
400 0.0 0.05 
407 0.0 0.05 
413 0.0 0.05 
419 0.0 0.05 
426 0.0 0.05 
432 0.0 0.05 
438 0.0 0.05 
445 0.0 0.05 
451 0.0 0.05 
457 0.0 0.05 
464 0.0 0.05 
470 0.0 0.05 
477 0.0 0.05 
483 0.0 0.05 
490 0.0 0.0 
497 0.0 0.0 
504 0.0 0.0 
510 0.0 0.0 
516 0.0 0.0 
522 0.0 0.0 
529 0.0 0.0 
535 0.0 0.0 
541 0.0 0.0 
547 0.0 0.0 
553 0.0 0.0 
560 0.0 0.0 
566 0.0 0.0 
572 0.0 0.0 
579 0.0 0.0 
