Iteration,Mean,Stdev,Run-0,Run-1
0,1.5625000000000007E-6,0.0,1.5625000000000007E-6,1.5625000000000007E-6
1,1.5625000000000007E-6,0.0,1.5625000000000007E-6,1.5625000000000007E-6
2,1.5625000000000007E-6,0.0,1.5625000000000007E-6,1.5625000000000007E-6
