1.00,107.37,15036.57,14509.44,14.26,46447,234,
2.00,104.58,15050.15,14505.91,14.03,46447,234,
3.00,104.58,15063.61,14502.41,13.90,46447,234,
4.00,104.51,15076.97,14498.94,13.80,46447,234,
5.00,104.45,15089.61,14495.69,13.06,46447,234,
6.00,104.73,15102.62,14492.27,13.44,46447,234,
7.00,102.37,15115.65,14489.06,13.43,46447,234,
8.00,102.25,15128.70,14486.23,13.34,46447,234,
9.00,102.25,15142.52,14483.24,14.14,46447,234,
10.00,105.28,15156.29,14479.63,14.24,46447,234,
11.00,105.28,15168.80,14476.21,12.97,46447,234,
12.00,105.28,15181.32,14472.79,12.98,46447,234,
13.00,105.19,15194.43,14469.22,13.58,46447,234,
14.00,105.19,15207.51,14465.67,13.56,46447,234,
15.00,105.23,15220.91,14462.03,13.88,46447,234,
16.00,105.29,15233.67,14458.54,13.23,46447,234,
17.00,105.29,15246.30,14455.09,13.09,46447,234,
18.00,105.29,15259.80,14451.39,14.00,46447,234,
19.00,105.29,15272.65,14447.88,13.32,46447,234,
20.00,105.29,15285.24,14444.44,13.05,46447,234,
21.00,104.62,15295.03,14441.82,10.14,46447,234,
22.00,91.94,15301.26,14441.56,6.26,46447,234,
23.00,84.21,15304.07,14442.00,2.84,46447,234,
24.00,69.47,15306.54,14443.35,2.99,46447,234,
25.00,9.59,15305.27,14445.22,2.69,46447,234,
26.00,281.99,15302.32,14444.96,3.01,46447,234,
27.00,269.26,15297.11,14444.86,5.24,46447,234,
28.00,285.28,15290.00,14446.45,7.31,46447,234,
29.00,285.28,15281.38,14448.81,8.94,46447,234,
30.00,285.28,15270.25,14451.85,11.53,46447,234,
31.00,285.29,15257.29,14455.39,13.44,46447,234,
32.00,285.29,15243.61,14459.13,14.18,46447,234,
33.00,285.29,15230.16,14462.81,13.94,46447,234,
34.00,285.23,15216.81,14466.45,13.84,46447,234,
35.00,285.19,15203.66,14470.02,13.62,46447,234,
36.00,285.19,15190.39,14473.63,13.75,46447,234,
37.00,285.28,15177.86,14477.05,12.99,46447,234,
38.00,285.28,15164.87,14480.59,13.46,46447,234,
39.00,285.28,15151.27,14484.31,14.11,46447,234,
40.00,282.26,15137.85,14487.52,13.80,46447,234,
41.00,282.29,15124.31,14490.45,13.85,46447,234,
42.00,282.81,15110.71,14493.46,13.93,46447,234,
43.00,284.72,15098.87,14496.57,12.24,46447,234,
44.00,284.67,15087.69,14499.50,11.56,46447,234,
45.00,284.47,15075.85,14502.53,13.27,46447,234,
46.00,284.58,15065.33,14505.27,10.93,46447,234,
47.00,284.58,15058.68,14507.00,6.80,46447,234,
48.00,284.58,15056.37,14507.60,2.37,46447,234,
49.00,284.58,15055.87,14507.73,0.51,46447,234,
50.00,284.58,15055.85,14507.73,0.02,46447,234,
51.00,284.58,15055.83,14507.74,0.02,46447,234,
52.00,284.58,15055.83,14507.74,0.01,46447,234,
53.00,284.58,15055.83,14507.74,0.00,46447,234,
54.00,284.58,15055.83,14507.74,0.00,46447,234,
55.00,284.58,15055.83,14507.74,0.00,46447,234,
56.00,284.58,15055.83,14507.74,0.00,46447,234,
57.00,284.58,15055.83,14507.74,0.00,46447,234,
58.00,284.58,15055.83,14507.74,0.00,46447,234,
59.00,284.58,15055.83,14507.74,0.00,46447,234,
60.00,284.58,15055.83,14507.74,0.00,46447,234,
61.00,284.58,15055.83,14507.74,0.00,46447,234,
62.00,284.58,15055.83,14507.74,0.00,46447,234,
63.00,284.58,15055.83,14507.74,0.00,46447,234,
64.00,284.58,15055.83,14507.74,0.00,46447,234,
65.00,284.58,15055.83,14507.74,0.00,46447,234,
66.00,284.58,15055.28,14507.88,0.56,46447,234,
67.00,284.58,15055.28,14507.88,0.00,46447,234,
68.00,284.58,15055.28,14507.88,0.00,46447,234,
