Iteration,Mean,Stdev,Run-0,Run-1
0,6.250000000000003E-6,0.0,6.250000000000003E-6,6.250000000000003E-6
1,6.250000000000003E-6,0.0,6.250000000000003E-6,6.250000000000003E-6
2,6.250000000000003E-6,0.0,6.250000000000003E-6,6.250000000000003E-6
