Iteration,Mean,Stdev,Run-0,Run-1
0,3.5546875E-5,0.0,3.5546875E-5,3.5546875E-5
1,3.5546875E-5,0.0,3.5546875E-5,3.5546875E-5
2,3.5546875E-5,0.0,3.5546875E-5,3.5546875E-5
