Iteration,Mean,Stdev,Run-0,Run-1
0,3.242187500000001E-5,0.0,3.242187500000001E-5,3.242187500000001E-5
1,3.242187500000001E-5,0.0,3.242187500000001E-5,3.242187500000001E-5
2,3.242187500000001E-5,0.0,3.242187500000001E-5,3.242187500000001E-5
