0 0.0 0.0 
8 0.0 0.0 
15 0.0 0.0 
20 0.0 0.0 
27 0.0 0.0 
34 0.0 0.0 
41 0.0 0.0 
47 0.0 0.0 
51 0.0 0.0 
56 0.0 0.0 
61 0.0 0.0 
66 0.0 0.0 
71 0.0 0.0 
76 0.0 0.0 
82 0.0 0.0 
87 0.0 0.0 
91 0.0 0.0 
96 0.0 0.0 
101 0.0 0.0 
106 0.0 0.0 
112 0.0 0.0 
120 0.0 0.0 
125 0.0 0.0 
132 0.0 0.0 
139 0.0 0.0 
144 0.0 0.0 
149 0.0 0.0 
154 0.0 0.0 
159 0.0 0.0 
164 0.0 0.0 
170 0.0 0.0 
178 0.0 0.0 
184 0.0 0.0 
190 0.0 0.0 
196 0.0 0.0 
201 0.0 0.0 
205 0.0 0.0 
210 0.0 0.0 
215 0.0 0.0 
220 0.0 0.0 
224 0.0 0.0 
229 0.0 0.0 
234 0.0 0.0 
239 0.0 0.0 
244 0.0 0.0 
249 0.0 0.0 
254 0.0 0.0 
259 0.0 0.0 
264 0.0 0.0 
269 0.0 0.0 
274 0.0 0.0 
279 0.0 0.0 
284 0.0 0.0 
289 0.0 0.0 
293 0.0 0.0 
298 0.0 0.0 
303 0.0 0.0 
309 0.0 0.0 
314 0.0 0.0 
319 0.0 0.0 
324 0.0 0.0 
329 0.0 0.0 
334 0.0 0.0 
341 0.0 0.0 
348 0.0 0.0 
354 0.0 0.0 
360 0.0 0.0 
365 0.0 0.0 
369 0.0 0.0 
374 0.0 0.0 
379 0.0 0.0 
386 0.0 0.0 
392 0.0 0.0 
401 0.0 0.0 
408 0.0 0.0 
414 0.0 0.0 
419 0.0 0.0 
425 0.0 0.0 
431 0.0 0.0 
437 0.0 0.0 
444 0.0 0.0 
451 0.0 0.0 
456 0.0 0.0 
460 0.0 0.0 
468 0.0 0.0 
475 0.0 0.0 
483 0.0 0.0 
490 0.0 0.0 
502 0.0 0.0 
513 0.0 0.0 
525 0.0 0.0 
533 0.0 0.0 
543 0.0 0.0 
557 0.0 0.0 
568 0.0 0.0 
581 0.0 0.0 
