Iteration,Mean,Stdev,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.002000000000000001,0.0010000000000000002,0.0025000000000000014,0.0,0.0025000000000000014,0.0025000000000000014,0.0025000000000000014,0.0025000000000000014,0.0024999999999999988,0.0025000000000000014,0.0,0.0025000000000000014
1,4.999999999999998E-4,9.999999999999994E-4,0.0,0.0,0.0024999999999999988,0.0,0.0,0.0,0.0024999999999999988,0.0,0.0,0.0
2,4.999999999999998E-4,9.999999999999994E-4,0.0,0.0,0.0024999999999999988,0.0,0.0,0.0,0.0024999999999999988,0.0,0.0,0.0
3,4.999999999999998E-4,9.999999999999994E-4,0.0,0.0,0.0024999999999999988,0.0,0.0,0.0,0.0024999999999999988,0.0,0.0,0.0
4,4.999999999999998E-4,9.999999999999994E-4,0.0,0.0,0.0024999999999999988,0.0,0.0,0.0,0.0024999999999999988,0.0,0.0,0.0
5,4.999999999999998E-4,9.999999999999994E-4,0.0,0.0,0.0024999999999999988,0.0,0.0,0.0,0.0024999999999999988,0.0,0.0,0.0
6,4.999999999999998E-4,9.999999999999994E-4,0.0,0.0,0.0024999999999999988,0.0,0.0,0.0,0.0024999999999999988,0.0,0.0,0.0
7,4.999999999999998E-4,9.999999999999994E-4,0.0,0.0,0.0024999999999999988,0.0,0.0,0.0,0.0024999999999999988,0.0,0.0,0.0
8,4.999999999999998E-4,9.999999999999994E-4,0.0,0.0,0.0024999999999999988,0.0,0.0,0.0,0.0024999999999999988,0.0,0.0,0.0
9,4.999999999999998E-4,9.999999999999994E-4,0.0,0.0,0.0024999999999999988,0.0,0.0,0.0,0.0024999999999999988,0.0,0.0,0.0
