Iteration,Mean,Stdev,Run-0,Run-1
0,0.036458333333333336,0.0,0.036458333333333336,0.036458333333333336
1,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
2,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
Iteration,Mean,Stdev,Run-0,Run-1
0,0.036458333333333336,0.0,0.036458333333333336,0.036458333333333336
1,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
2,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
Iteration,Mean,Stdev,Run-0,Run-1
0,0.036458333333333336,0.0,0.036458333333333336,0.036458333333333336
1,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
2,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
Iteration,Mean,Stdev,Run-0,Run-1
0,0.036458333333333336,0.0,0.036458333333333336,0.036458333333333336
1,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
2,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
Iteration,Mean,Stdev,Run-0,Run-1
0,0.036458333333333336,0.0,0.036458333333333336,0.036458333333333336
1,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
2,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
Iteration,Mean,Stdev,Run-0,Run-1
0,0.036458333333333336,0.0,0.036458333333333336,0.036458333333333336
1,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
2,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
Iteration,Mean,Stdev,Run-0,Run-1
0,0.036458333333333336,0.0,0.036458333333333336,0.036458333333333336
1,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
2,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
Iteration,Mean,Stdev,Run-0,Run-1
0,0.036458333333333336,0.0,0.036458333333333336,0.036458333333333336
1,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
2,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
Iteration,Mean,Stdev,Run-0,Run-1
0,0.036458333333333336,0.0,0.036458333333333336,0.036458333333333336
1,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
2,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
Iteration,Mean,Stdev,Run-0,Run-1
0,0.036458333333333336,0.0,0.036458333333333336,0.036458333333333336
1,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
2,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
Iteration,Mean,Stdev,Run-0,Run-1
0,0.036458333333333336,0.0,0.036458333333333336,0.036458333333333336
1,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
2,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
Iteration,Mean,Stdev,Run-0,Run-1
0,0.036458333333333336,0.0,0.036458333333333336,0.036458333333333336
1,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
2,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
Iteration,Mean,Stdev,Run-0,Run-1
0,0.036458333333333336,0.0,0.036458333333333336,0.036458333333333336
1,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
2,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
Iteration,Mean,Stdev,Run-0,Run-1
0,0.036458333333333336,0.0,0.036458333333333336,0.036458333333333336
1,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
2,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
Iteration,Mean,Stdev,Run-0,Run-1
0,0.036458333333333336,0.0,0.036458333333333336,0.036458333333333336
1,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
2,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
Iteration,Mean,Stdev,Run-0,Run-1
0,0.036458333333333336,0.0,0.036458333333333336,0.036458333333333336
1,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
2,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
Iteration,Mean,Stdev,Run-0,Run-1
0,0.036458333333333336,0.0,0.036458333333333336,0.036458333333333336
1,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
2,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
Iteration,Mean,Stdev,Run-0,Run-1
0,0.036458333333333336,0.0,0.036458333333333336,0.036458333333333336
1,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
2,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
Iteration,Mean,Stdev,Run-0,Run-1
0,0.036458333333333336,0.0,0.036458333333333336,0.036458333333333336
1,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
2,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
Iteration,Mean,Stdev,Run-0,Run-1
0,0.036458333333333336,0.0,0.036458333333333336,0.036458333333333336
1,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
2,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
Iteration,Mean,Stdev,Run-0,Run-1
0,0.036458333333333336,0.0,0.036458333333333336,0.036458333333333336
1,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
2,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
Iteration,Mean,Stdev,Run-0,Run-1
0,0.036458333333333336,0.0,0.036458333333333336,0.036458333333333336
1,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
2,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
Iteration,Mean,Stdev,Run-0,Run-1
0,0.036458333333333336,0.0,0.036458333333333336,0.036458333333333336
1,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
2,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
Iteration,Mean,Stdev,Run-0,Run-1
0,0.036458333333333336,0.0,0.036458333333333336,0.036458333333333336
1,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
2,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
Iteration,Mean,Stdev,Run-0,Run-1
0,0.036458333333333336,0.0,0.036458333333333336,0.036458333333333336
1,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
2,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
Iteration,Mean,Stdev,Run-0,Run-1
0,0.036458333333333336,0.0,0.036458333333333336,0.036458333333333336
1,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
2,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
Iteration,Mean,Stdev,Run-0,Run-1
0,0.036458333333333336,0.0,0.036458333333333336,0.036458333333333336
1,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
2,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
Iteration,Mean,Stdev,Run-0,Run-1
0,0.036458333333333336,0.0,0.036458333333333336,0.036458333333333336
1,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
2,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
Iteration,Mean,Stdev,Run-0,Run-1
0,0.036458333333333336,0.0,0.036458333333333336,0.036458333333333336
1,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
2,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
Iteration,Mean,Stdev,Run-0,Run-1
0,0.036458333333333336,0.0,0.036458333333333336,0.036458333333333336
1,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
2,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
Iteration,Mean,Stdev,Run-0,Run-1
0,0.036458333333333336,0.0,0.036458333333333336,0.036458333333333336
1,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
2,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
Iteration,Mean,Stdev,Run-0,Run-1
0,0.036458333333333336,0.0,0.036458333333333336,0.036458333333333336
1,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
2,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
Iteration,Mean,Stdev,Run-0,Run-1
0,0.036458333333333336,0.0,0.036458333333333336,0.036458333333333336
1,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
2,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
Iteration,Mean,Stdev,Run-0,Run-1
0,0.036458333333333336,0.0,0.036458333333333336,0.036458333333333336
1,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
2,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
Iteration,Mean,Stdev,Run-0,Run-1
0,0.036458333333333336,0.0,0.036458333333333336,0.036458333333333336
1,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
2,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
Iteration,Mean,Stdev,Run-0,Run-1
0,0.036458333333333336,0.0,0.036458333333333336,0.036458333333333336
1,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
2,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
Iteration,Mean,Stdev,Run-0,Run-1
0,0.036458333333333336,0.0,0.036458333333333336,0.036458333333333336
1,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
2,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
Iteration,Mean,Stdev,Run-0,Run-1
0,0.036458333333333336,0.0,0.036458333333333336,0.036458333333333336
1,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
2,0.03472222222222223,0.0,0.03472222222222223,0.03472222222222223
