0 0.0 0.0 
10 0.0 0.0 
20 0.0 0.0 
30 0.0 0.0 
41 0.0 0.0 
50 0.0 0.0 
60 0.0 0.0 
69 0.0 0.0 
79 0.0 0.0 
89 0.0 0.0 
100 0.0 0.0 
111 0.0 0.0 
121 0.0 0.0 
133 0.0 0.0 
142 0.0 0.0 
151 0.0 0.0 
160 0.0 0.0 
169 0.0 0.0 
178 0.0 0.0 
187 0.0 0.0 
197 0.0 0.0 
206 0.0 0.0 
215 0.0 0.0 
224 0.4375 0.4375 
241 0.4375 0.4375 
252 0.4375 0.4375 
261 0.4375 0.4375 
271 0.4375 0.4375 
280 0.4375 0.4375 
290 0.4375 0.4375 
299 0.4375 0.4375 
309 0.4375 0.4375 
319 0.4375 0.4375 
328 0.35 0.175 
342 0.35 0.175 
352 0.35 0.175 
362 0.35 0.175 
371 0.35 0.175 
381 0.35 0.175 
390 0.35 0.175 
400 0.35 0.175 
410 0.35 0.175 
419 0.35 0.175 
429 0.0875 0.175 
441 0.0875 0.175 
451 0.0875 0.175 
460 0.0875 0.175 
469 0.0875 0.175 
479 0.0875 0.175 
488 0.0875 0.175 
498 0.0875 0.175 
507 0.0875 0.175 
516 0.0875 0.175 
525 0.0 0.0875 
537 0.0 0.0875 
546 0.0 0.0875 
555 0.0 0.0875 
564 0.0 0.0875 
573 0.0 0.0875 
