Run,Iteration,dim-0,dim-1,dim-2,dim-3
0,0,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,1,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,2,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,3,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,4,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,5,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,6,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,7,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,8,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,9,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,10,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,11,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,12,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,13,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,14,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,15,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,16,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,17,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,18,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,19,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,20,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,21,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,22,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,23,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,24,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,25,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,26,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,27,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,28,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,29,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,30,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,31,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,32,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,33,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,34,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,35,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,36,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,37,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,38,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,39,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,40,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,41,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,42,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,43,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,44,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,45,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,46,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,47,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,48,0.5750000000000001,0.5750000000000001,0.4375,0.4375
0,49,0.5750000000000001,0.5750000000000001,0.4375,0.4375
1,0,0.5750000000000001,0.5750000000000001,0.4375,0.4375
1,1,0.5750000000000001,0.5750000000000001,0.4375,0.4375
1,2,0.5750000000000001,0.5750000000000001,0.4375,0.4375
1,3,0.5750000000000001,0.5750000000000001,0.4375,0.4375
1,4,0.5750000000000001,0.5750000000000001,0.4375,0.4375
1,5,0.5750000000000001,0.5750000000000001,0.4375,0.4375
1,6,0.5750000000000001,0.5750000000000001,0.4375,0.4375
1,7,0.5750000000000001,0.5750000000000001,0.4375,0.4375
1,8,0.5750000000000001,0.5750000000000001,0.4375,0.4375
1,9,0.5750000000000001,0.5750000000000001,0.4375,0.4375
1,10,0.5750000000000001,0.5750000000000001,0.4375,0.4375
1,11,0.5750000000000001,0.5750000000000001,0.4375,0.4375
1,12,0.5750000000000001,0.5750000000000001,0.4375,0.4375
1,13,0.5750000000000001,0.5750000000000001,0.4375,0.4375
