Iteration,Mean,Stdev,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
28,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
29,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
30,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
31,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
32,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
33,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
34,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
35,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
36,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
37,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
38,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
39,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
40,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
41,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
42,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
43,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
44,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
45,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
46,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
47,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
48,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
49,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
