Iteration,Mean,Stdev,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
1,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
2,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
3,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
4,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
5,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
6,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
7,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
8,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
9,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
10,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
11,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
12,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
13,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
14,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
15,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
16,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
17,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
18,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
19,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
20,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
21,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
22,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
23,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
24,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
25,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
26,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
27,0.004726562500000004,1.0081862609186659E-10,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005,0.004726562500000005
